"","idno","cntry","nwspol","netusoft","netustm","polintr","psppsgva","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstsci","happy","inprdsc","gndr","agea"
"2989",12969,"CH",15,5,120,2,3,4,4,5,6,6,4,8,8,3,1,39
"2990",12971,"CH",5,1,6666,4,8,8,88,7,7,88,88,88,9,2,1,74
"2991",12987,"CH",120,5,120,1,3,2,7,6,7,6,7,7,7,4,1,45
"2992",13005,"CH",60,5,30,3,3,1,5,8,10,3,3,6,9,4,2,46
"2993",13012,"CH",120,5,150,1,5,4,9,9,9,8,8,8,9,4,1,25
"2994",13023,"CH",10,5,330,4,4,3,7,8,8,6,6,8,9,3,1,16
"2995",13030,"CH",90,5,30,2,3,4,7,8,7,5,5,7,7,2,1,49
"2996",13039,"CH",90,5,480,2,4,4,7,7,7,5,5,8,8,3,1,50
"2997",13041,"CH",105,5,30,2,4,2,8,6,6,6,6,8,9,3,2,58
"2998",13068,"CH",60,5,60,2,4,3,5,6,6,5,3,6,8,4,1,61
"2999",13079,"CH",900,5,240,2,4,3,6,5,3,3,4,6,7,3,2,38
"3000",13082,"CH",60,5,720,1,4,3,8,6,4,7,5,7,10,4,1,38
"3001",13108,"CH",10,5,180,3,2,3,7,7,7,9,8,8,9,6,1,18
"3002",13127,"CH",20,5,120,4,3,4,5,7,9,5,5,8,8,4,2,43
"3003",13142,"CH",15,5,480,2,3,3,6,7,8,6,5,8,9,2,2,23
"3004",13156,"CH",60,5,120,4,3,1,9,9,9,7,7,9,8,3,1,47
"3005",13167,"CH",120,5,600,2,5,3,7,8,8,7,6,10,8,5,1,30
"3006",13168,"CH",60,4,120,2,3,3,5,4,7,4,4,7,8,4,1,46
"3007",13169,"CH",45,5,90,3,2,1,5,7,9,5,5,5,8,4,2,53
"3008",13170,"CH",30,5,120,3,3,3,7,9,8,5,5,7,8,4,1,49
"3009",13185,"CH",15,5,480,3,4,3,3,4,7,4,4,6,8,5,2,26
"3010",13186,"CH",60,5,180,1,3,4,8,8,8,5,5,7,10,4,1,82
"3011",13187,"CH",10,5,90,3,8,2,88,7,7,88,88,6,8,2,2,43
"3012",13197,"CH",90,5,120,2,4,2,8,8,8,6,6,6,9,5,2,79
"3013",13223,"CH",60,5,30,2,4,3,9,8,8,7,5,6,9,4,2,66
"3014",13226,"CH",300,4,15,1,5,2,7,7,7,4,4,6,8,2,2,83
"3015",13228,"CH",30,1,6666,2,1,2,8,8,8,88,88,6,6,4,1,53
"3016",13252,"CH",180,1,6666,2,2,3,8,7,7,7,6,10,9,4,1,82
"3017",13261,"CH",30,5,120,2,2,2,9,9,8,8,8,8,9,4,2,61
"3018",13268,"CH",15,5,300,1,4,4,5,7,7,5,3,8,8,6,1,20
"3019",13269,"CH",30,5,120,2,2,2,7,6,6,5,5,5,5,4,1,63
"3020",13272,"CH",30,2,6666,2,4,3,6,7,8,7,7,4,10,4,1,81
"3021",13298,"CH",45,5,240,2,3,3,8,9,9,7,7,9,10,3,2,54
"3022",13303,"CH",60,5,180,2,1,3,88,88,88,88,88,88,10,4,1,37
"3023",13340,"CH",15,5,120,2,1,3,8,88,6,7,88,7,10,2,1,70
"3024",13346,"CH",45,5,60,3,3,3,8,8,8,6,6,7,9,4,2,37
"3025",13381,"CH",60,5,180,1,4,4,6,5,7,5,4,7,7,5,1,53
"3026",13397,"CH",30,5,120,3,4,3,4,5,8,4,4,6,7,5,2,60
"3027",13405,"CH",120,5,840,1,2,5,1,2,0,0,0,3,8,5,1,60
"3028",13423,"CH",30,5,120,2,3,2,8,10,10,5,5,7,9,6,2,54
"3029",13432,"CH",20,5,30,3,3,1,6,6,6,6,4,7,7,4,2,49
"3030",13441,"CH",60,5,480,1,3,3,2,7,8,2,2,7,8,4,1,999
"3031",13443,"CH",90,5,300,2,4,3,6,8,8,5,5,9,9,4,1,26
"3032",13464,"CH",120,5,120,2,3,2,8,9,9,7,5,6,6,1,2,69
"3033",13466,"CH",30,5,30,2,2,2,0,0,0,1,1,4,5,2,1,25
"3034",13479,"CH",60,5,30,2,3,3,7,6,7,7,6,6,8,5,2,76
"3035",13484,"CH",5,5,60,2,3,4,6,9,7,4,4,7,7,4,2,55
"3036",13486,"CH",10,5,60,3,2,2,0,0,5,0,0,0,10,4,1,47
"3037",13500,"CH",90,5,720,2,3,3,4,3,3,4,3,6,8,4,2,26
"3038",13512,"CH",30,5,90,3,3,3,7,5,5,6,6,8,9,5,2,16
"3039",13528,"CH",30,4,180,2,4,3,7,4,8,3,5,7,8,4,2,61
"3040",13552,"CH",90,5,330,2,4,2,7,9,10,8,7,9,8,2,2,49
"3041",13589,"CH",5,5,60,2,1,2,2,3,5,4,4,3,10,1,2,75
"3042",13592,"CH",10,5,210,3,3,2,5,6,8,5,5,7,8,3,2,19
"3043",13607,"CH",60,5,30,3,2,5,5,8,8,4,4,7,8,3,1,82
"3044",13619,"CH",60,5,480,2,4,4,9,9,9,5,5,7,8,3,1,52
"3045",13639,"CH",120,3,6666,4,2,1,88,88,88,5,5,8,8,1,2,87
"3046",13653,"CH",90,5,60,2,2,3,7,6,8,6,6,8,8,4,1,66
"3047",13675,"CH",150,5,420,3,4,4,9,9,9,9,7,10,9,3,1,46
"3048",13676,"CH",60,5,60,2,1,3,7,5,7,5,5,6,7,3,2,48
"3049",13677,"CH",20,5,120,3,3,2,88,6,7,6,6,8,8,2,1,37
"3050",13688,"CH",180,5,10,1,4,2,8,9,9,8,7,9,8,6,1,66
"3051",13689,"CH",120,5,120,1,3,3,7,8,9,5,6,7,7,5,2,70
"3052",13691,"CH",240,4,120,3,3,2,5,5,7,5,5,5,8,4,2,38
"3053",13698,"CH",90,5,720,2,3,2,9,7,10,9,8,8,7,4,1,37
"3054",13711,"CH",60,1,6666,2,3,2,6,7,7,7,8,2,8,5,2,86
"3055",13737,"CH",240,5,300,2,1,3,9,10,10,88,8,10,8,1,1,61
"3056",13749,"CH",60,5,90,3,3,3,5,5,9,5,5,5,6,1,2,38
"3057",13763,"CH",30,1,6666,3,4,2,8,8,9,6,7,5,9,5,2,74
"3058",13777,"CH",15,1,6666,3,2,2,88,5,5,6,3,5,8,4,2,62
"3059",13793,"CH",45,5,240,2,4,4,8,8,7,8,8,10,9,3,2,64
"3060",13804,"CH",60,5,300,2,2,2,3,4,5,2,2,6,9,4,2,41
"3061",13815,"CH",15,5,120,7,3,1,88,8,8,5,5,88,10,2,1,38
"3062",13824,"CH",10,5,210,3,1,3,7,6,7,9,6,7,8,1,1,42
"3063",13849,"CH",0,5,600,4,3,1,88,88,8,6,88,7,8,2,1,21
"3064",13870,"CH",180,5,240,1,4,4,7,9,8,6,6,9,6,4,1,59
"3065",13923,"CH",60,5,90,1,4,4,6,8,8,6,3,8,9,4,2,72
"3066",13946,"CH",30,5,210,3,4,3,8,7,7,7,7,6,9,4,2,16
"3067",13951,"CH",45,5,60,2,4,3,5,7,8,5,4,5,9,4,1,80
"3068",14001,"CH",5,5,120,2,4,3,8,9,8,5,4,9,10,4,1,27
"3069",14002,"CH",60,5,240,1,4,4,9,8,9,5,5,9,7,5,2,999
"3070",14020,"CH",20,5,110,2,4,3,5,7,8,5,5,9,8,4,2,63
"3071",14033,"CH",120,5,90,2,3,3,5,7,8,4,5,7,7,1,1,71
"3072",14063,"CH",240,5,210,1,4,4,6,6,8,5,5,8,7,4,1,70
"3073",14065,"CH",60,3,6666,2,4,2,5,8,10,7,5,8,8,4,2,78
"3074",14070,"CH",60,5,90,3,3,3,8,7,6,5,4,5,6,4,1,20
"3075",14078,"CH",60,3,6666,2,3,1,6,5,3,5,5,7,9,0,1,71
"3076",14083,"CH",120,5,240,3,4,4,6,7,8,6,7,6,7,2,2,53
"3077",14096,"CH",45,5,240,2,4,3,8,8,8,6,6,8,7,3,1,33
"3078",14097,"CH",30,2,6666,3,3,2,5,9,10,9,9,9,8,3,1,63
"3079",14114,"CH",0,4,180,3,3,3,6,5,8,4,4,7,8,4,2,35
"3080",14123,"CH",15,5,45,3,3,3,5,3,5,5,6,6,9,3,2,48
"3081",14150,"CH",0,1,6666,3,3,3,8,8,8,7,5,7,10,3,2,74
"3082",14159,"CH",30,5,180,2,4,2,8,6,10,8,8,7,8,4,1,25
"3083",14175,"CH",60,1,6666,2,3,2,9,8,8,5,5,6,8,2,2,65
"3084",14180,"CH",60,5,240,1,5,3,6,10,10,6,5,9,7,0,1,37
"3085",14181,"CH",60,5,420,3,2,2,6,6,8,7,7,9,8,4,2,16
"3086",14188,"CH",30,5,180,3,3,1,9,9,6,7,6,9,8,5,2,21
"3087",14206,"CH",60,5,120,3,3,2,8,10,10,7,6,10,8,2,2,58
"3088",14212,"CH",20,4,330,4,2,1,5,7,7,6,6,4,8,1,1,31
"3089",14230,"CH",240,1,6666,1,4,4,8,7,10,6,6,6,5,4,2,58
"3090",14234,"CH",120,3,6666,1,2,5,3,0,5,0,1,5,9,4,1,75
"3091",14272,"CH",15,5,360,2,3,3,8,7,8,5,7,8,9,4,2,39
"3092",14273,"CH",90,1,6666,4,2,2,88,3,3,5,5,9,10,2,2,74
"3093",14293,"CH",75,5,60,1,4,4,8,8,8,8,7,8,9,6,1,63
"3094",14304,"CH",210,1,6666,2,4,3,8,7,10,7,6,5,8,2,2,77
"3095",14348,"CH",30,5,600,4,3,1,5,4,6,3,3,6,5,1,2,41
"3096",14364,"CH",90,1,6666,2,4,3,5,4,5,5,6,8,5,2,2,84
"3097",14367,"CH",60,5,120,1,1,3,0,2,2,0,0,0,10,3,1,67
"3098",14369,"CH",180,5,30,1,4,3,4,8,8,3,3,9,9,6,1,79
"3099",14377,"CH",120,5,420,1,2,3,6,7,7,6,6,8,9,4,2,49
"3100",14387,"CH",120,5,30,1,4,2,5,8,8,10,5,8,8,4,2,80
"3101",14388,"CH",30,5,300,3,1,8,1,3,5,1,3,5,8,4,2,27
"3102",14390,"CH",45,2,6666,1,5,5,7,8,8,7,6,7,9,4,1,35
"3103",14395,"CH",120,2,6666,2,4,2,6,6,7,7,5,5,9,3,2,65
"3104",14402,"CH",30,2,6666,3,3,2,5,6,7,7,6,7,9,4,2,65
"3105",14403,"CH",240,5,240,2,4,3,8,9,8,7,7,8,7,4,1,23
"3106",14414,"CH",65,7,6666,3,4,2,7,7,7,6,6,9,9,3,1,38
"3107",14425,"CH",90,5,45,2,2,2,3,5,6,4,7,3,6,4,2,84
"3108",14445,"CH",40,4,120,4,3,1,10,10,10,7,5,8,10,4,2,68
"3109",14458,"CH",30,5,240,3,3,3,8,9,9,7,7,7,9,6,1,56
"3110",14468,"CH",60,3,6666,4,1,2,4,3,2,2,2,8,10,3,2,49
"3111",14472,"CH",30,5,480,3,2,2,6,7,8,8,8,9,8,3,2,32
"3112",14491,"CH",30,5,90,4,1,1,88,6,6,2,2,6,8,3,1,56
"3113",14500,"CH",30,5,15,3,3,2,4,5,4,3,3,4,8,3,2,48
"3114",14509,"CH",60,5,300,2,4,3,8,8,5,3,5,10,8,4,1,19
"3115",14514,"CH",60,5,60,3,3,3,6,4,4,6,6,3,4,2,1,39
"3116",14517,"CH",45,1,6666,1,4,3,5,5,8,8,8,6,5,2,2,82
"3117",14518,"CH",30,5,120,3,4,3,7,7,8,6,5,8,8,4,2,61
"3118",14524,"CH",50,5,120,2,3,3,8,7,8,7,7,5,8,3,1,69
"3119",14525,"CH",30,5,330,2,4,3,8,2,8,4,8,7,9,5,2,63
"3120",14543,"CH",15,5,900,3,4,1,5,3,8,4,3,9,9,2,2,26
"3121",14544,"CH",30,5,240,3,3,2,5,7,7,5,5,6,7,4,2,33
"3122",14546,"CH",0,5,360,4,3,2,8,3,3,5,5,8,6,4,2,24
"3123",14547,"CH",120,5,120,2,3,3,3,5,7,4,2,6,5,4,2,75
"3124",14548,"CH",30,1,6666,4,1,2,0,3,3,4,4,4,5,1,1,75
"3125",14564,"CH",45,5,60,1,5,4,9,9,9,77,77,77,9,4,1,71
"3126",14578,"CH",60,5,90,3,5,2,7,10,9,4,2,8,9,4,2,54
"3127",14579,"CH",15,5,120,2,4,3,8,9,10,8,8,9,10,3,1,56
"3128",14599,"CH",15,5,360,3,4,2,8,8,9,8,8,6,8,6,2,29
"3129",14639,"CH",45,5,90,2,5,2,9,9,8,8,8,10,10,5,2,66
"3130",14663,"CH",360,1,6666,2,3,2,5,8,8,88,7,8,5,4,2,87
"3131",14718,"CH",15,5,20,4,1,1,8,10,10,77,77,77,5,5,2,33
"3132",14738,"CH",60,5,360,1,4,3,8,7,9,6,7,5,6,2,1,27
"3133",14745,"CH",150,1,6666,1,4,3,10,10,7,7,7,8,9,4,2,89
"3134",14775,"CH",60,4,1200,3,3,2,5,7,8,6,6,6,9,2,2,56
"3135",14785,"CH",60,5,180,2,1,4,7,8,10,5,5,9,9,3,1,48
"3136",14797,"CH",30,5,150,2,4,4,7,9,9,7,5,9,6,4,2,43
"3137",14806,"CH",60,5,60,1,1,4,7,6,8,5,5,6,10,4,1,37
"3138",14841,"CH",30,5,180,3,2,5,88,8,8,7,6,10,8,4,2,38
"3139",14843,"CH",10,5,120,4,7,7,5,7,8,5,5,6,6,2,2,31
"3140",14844,"CH",5,5,60,4,3,2,5,5,9,6,4,7,8,1,2,61
"3141",14860,"CH",45,5,60,2,3,2,6,9,9,6,6,10,8,4,1,84
"3142",14866,"CH",120,5,360,1,4,4,9,9,9,8,7,10,7,6,2,30
"3143",14867,"CH",10,5,30,3,1,1,9,10,9,88,88,88,7,2,2,32
"3144",14872,"CH",120,5,30,2,3,4,8,8,10,7,7,9,8,4,2,79
"3145",14880,"CH",60,5,30,2,4,2,5,4,6,3,3,6,10,3,2,61
"3146",14883,"CH",30,5,600,2,3,2,7,5,3,5,6,9,8,4,2,24
"3147",14897,"CH",15,1,6666,2,3,1,5,88,5,5,5,88,4,4,2,73
"3148",14898,"CH",15,5,600,1,5,4,7,7,7,7,6,9,8,5,2,30
"3149",14962,"CH",30,5,360,2,4,3,8,6,8,8,8,10,8,4,2,21
"3150",14967,"CH",30,5,300,3,4,4,8,9,9,7,7,9,10,3,1,59
"3151",15008,"CH",30,5,30,2,4,3,7,6,6,6,6,7,8,2,1,47
"3152",15015,"CH",30,5,240,3,4,1,4,5,5,4,3,5,9,4,2,37
"3153",15021,"CH",30,5,120,2,3,1,5,8,8,88,88,9,8,4,1,47
"3154",15034,"CH",60,4,60,3,3,8,9,6,5,5,88,10,9,3,1,82
"3155",15044,"CH",90,4,15,2,2,4,5,5,6,6,5,7,8,4,2,71
"3156",15048,"CH",90,2,6666,2,2,2,6,3,8,88,88,88,9,2,2,85
"3157",15055,"CH",30,5,90,3,3,3,8,8,7,4,4,8,8,4,1,55
"3158",15084,"CH",30,5,20,3,2,4,6,7,9,4,4,4,8,3,1,51
"3159",15108,"CH",30,5,600,2,2,2,7,7,7,88,88,8,5,4,1,34
"3160",15144,"CH",30,2,6666,2,3,2,5,5,5,5,4,5,7,4,1,64
"3161",15165,"CH",120,5,90,2,3,2,7,88,8,7,7,8,9,4,1,16
"3162",15166,"CH",120,5,30,2,3,2,8,7,7,5,5,5,8,1,1,72
"3163",15177,"CH",30,5,120,1,5,5,8,9,10,6,5,8,10,2,1,52
"3164",15195,"CH",1020,5,330,2,4,3,7,7,8,6,5,6,8,4,1,42
"3165",15225,"CH",90,1,6666,2,3,1,6,2,5,2,0,5,9,4,1,67
"3166",15226,"CH",8888,1,6666,4,3,5,10,88,8,9,8,10,10,4,2,90
"3167",15227,"CH",60,5,420,3,1,3,6,7,7,5,5,9,10,4,2,45
"3168",15240,"CH",150,5,120,1,5,5,6,8,8,5,7,7,8,3,1,79
"3169",15255,"CH",15,5,240,3,4,2,5,6,7,5,6,6,8,5,2,34
"3170",15256,"CH",20,2,6666,3,2,2,8,9,9,8,8,88,9,2,1,71
"3171",15261,"CH",60,5,540,2,4,3,7,7,9,7,7,8,9,5,2,52
"3172",15272,"CH",50,5,30,3,3,3,7,6,7,5,5,4,10,3,2,53
"3173",15273,"CH",180,5,210,3,5,1,4,88,7,88,88,7,10,4,2,76
"3174",15276,"CH",120,5,45,1,4,3,8,9,9,6,6,8,8,3,2,73
"3175",15300,"CH",120,5,300,3,2,1,6,6,7,6,6,8,8,4,2,29
"3176",15326,"CH",60,5,180,2,4,5,9,9,7,7,5,8,10,5,2,39
"3177",15333,"CH",90,5,900,1,3,5,3,6,2,5,7,9,7,4,2,59
"3178",15334,"CH",20,5,150,3,4,3,7,2,6,4,5,8,3,1,1,30
"3179",15340,"CH",90,5,120,1,5,4,7,9,9,7,7,7,8,3,1,66
"3180",15351,"CH",60,4,270,2,4,3,7,6,5,5,4,7,10,6,1,31
"3181",15355,"CH",60,5,480,2,4,5,8,8,7,8,8,9,9,5,1,24
"3182",15357,"CH",20,5,180,3,3,2,7,7,7,7,7,7,9,3,1,20
"3183",15360,"CH",90,5,360,1,5,5,9,10,8,7,7,10,8,6,1,29
"3184",15391,"CH",120,5,600,1,5,4,9,9,8,7,7,10,10,5,1,36
"3185",15443,"CH",60,5,210,2,4,5,8,9,9,6,7,9,9,3,2,32
"3186",15466,"CH",30,5,600,2,3,3,9,8,8,8,6,8,9,1,2,43
"3187",15472,"CH",30,5,240,1,5,5,10,10,10,6,5,9,10,2,1,50
"3188",15481,"CH",45,5,60,2,4,4,8,10,8,6,6,8,9,4,1,60
"3189",15500,"CH",120,5,90,2,4,2,7,7,7,7,7,8,7,3,1,66
"3190",15518,"CH",7,5,360,3,5,3,8,9,8,7,7,8,9,3,1,18
"3191",15535,"CH",30,5,300,2,3,2,6,8,4,6,8,9,7,3,1,33
"3192",15536,"CH",60,5,120,1,2,5,2,5,6,6,3,9,8,6,1,57
"3193",15548,"CH",30,5,60,2,3,2,6,8,8,6,4,8,9,3,1,54
"3194",15565,"CH",60,5,360,1,3,4,4,3,0,5,5,6,6,4,2,25
"3195",15566,"CH",30,5,180,2,3,3,7,8,8,6,6,7,8,4,1,41
"3196",15575,"CH",75,5,210,3,1,2,6,4,4,5,5,7,8,4,2,42
"3197",15580,"CH",30,5,300,2,4,4,5,7,5,4,4,3,8,4,2,31
"3198",15604,"CH",10,5,90,3,4,3,7,8,9,7,6,7,9,2,1,51
"3199",15612,"CH",0,5,240,3,3,3,8,7,9,5,7,9,7,3,2,31
"3200",15618,"CH",30,5,150,3,2,3,5,3,6,3,4,4,9,2,1,58
"3201",15632,"CH",75,5,75,4,4,1,10,88,10,7,5,88,6,3,2,63
"3202",15633,"CH",30,5,180,4,8,8,88,7,7,3,3,5,8,2,1,999
"3203",15657,"CH",120,5,90,2,3,3,6,7,8,4,4,7,9,5,1,68
"3204",15659,"CH",60,5,15,2,3,3,8,7,9,8,6,7,10,5,2,57
"3205",15661,"CH",30,1,6666,3,2,1,8,9,10,7,7,10,8,1,2,90
"3206",15675,"CH",90,5,60,1,2,2,4,6,10,3,4,10,10,4,2,76
"3207",15710,"CH",15,4,30,2,4,1,5,5,10,6,5,9,8,1,2,67
"3208",15719,"CH",20,5,60,2,4,4,7,9,8,6,7,9,8,4,2,53
"3209",15733,"CH",90,5,720,3,4,2,8,6,6,7,6,8,10,2,2,24
"3210",15742,"CH",90,5,300,2,4,3,8,8,9,6,5,6,8,4,1,44
"3211",15747,"CH",60,5,60,2,4,3,7,5,3,4,3,8,9,3,1,38
"3212",15750,"CH",240,5,480,1,2,4,6,7,5,5,5,7,7,5,1,30
"3213",15814,"CH",180,5,120,3,4,4,7,8,7,6,5,7,8,5,1,63
"3214",15818,"CH",15,5,600,3,4,4,8,9,9,6,4,7,7,4,1,53
"3215",15834,"CH",75,5,300,2,2,2,7,7,9,5,4,6,10,4,2,54
"3216",15836,"CH",35,5,10,2,4,4,6,8,7,3,3,8,1,4,1,51
"3217",15850,"CH",60,5,900,4,2,1,5,5,3,0,0,6,7,3,1,23
"3218",15857,"CH",240,5,330,2,4,3,8,8,7,5,5,7,8,2,2,54
"3219",15870,"CH",45,5,360,1,4,4,8,10,9,8,5,9,8,4,1,45
"3220",15888,"CH",120,5,90,1,5,4,7,8,8,7,8,8,8,4,1,66
"3221",15916,"CH",30,5,720,3,3,2,5,5,6,3,3,7,7,3,1,25
"3222",15933,"CH",30,5,420,3,4,3,7,8,8,4,6,7,10,4,1,48
"3223",15934,"CH",15,5,60,3,3,5,9,9,10,7,7,9,9,4,2,40
"3224",15947,"CH",60,5,270,1,3,3,5,2,8,4,5,8,8,1,1,71
"3225",15957,"CH",0,2,6666,4,3,4,5,5,5,5,3,3,5,3,1,31
"3226",15961,"CH",45,5,90,3,3,3,7,7,8,4,4,4,7,1,1,46
"3227",15978,"CH",150,5,450,2,2,3,6,6,10,5,7,8,0,4,1,40
"3228",15979,"CH",45,5,180,2,4,4,8,7,9,7,7,8,9,2,1,52
"3229",15996,"CH",60,5,30,3,2,2,8,8,9,5,5,8,9,2,2,65
"3230",16006,"CH",30,5,600,3,4,4,8,8,8,4,4,7,8,4,1,37
"3231",16011,"CH",15,4,90,3,4,2,88,88,6,88,88,5,7,2,1,42
"3232",16030,"CH",180,5,480,2,3,4,7,8,10,7,7,9,3,3,2,16
"3233",16033,"CH",20,5,90,2,2,3,4,7,10,4,4,8,6,4,2,59
"3234",16040,"CH",10,5,60,4,3,8,8,6,8,88,88,6,8,3,2,39
"3235",16059,"CH",90,3,6666,3,4,1,8,6,9,5,5,7,7,3,1,88
"3236",16065,"CH",90,5,300,2,4,3,8,7,7,6,6,7,8,4,2,39
"3237",16074,"CH",40,5,180,2,3,4,6,6,8,7,5,6,3,4,2,19
"3238",16092,"CH",90,4,60,2,3,3,7,8,7,7,7,4,6,2,1,70
"3239",16094,"CH",90,5,60,2,3,3,6,6,6,7,7,7,8,4,2,69
"3240",16097,"CH",45,5,90,2,2,2,6,1,7,1,4,1,8,6,2,63
"3241",16100,"CH",45,5,240,2,3,2,7,4,6,5,6,4,7,4,2,44
"3242",16120,"CH",20,5,420,2,3,3,8,9,8,8,9,7,9,3,2,20
"3243",16122,"CH",15,5,180,4,2,1,5,9,8,3,1,9,5,4,1,24
"3244",16128,"CH",60,5,240,2,4,3,7,9,9,7,4,9,8,2,1,50
"3245",16139,"CH",30,5,120,3,3,3,7,6,7,5,4,8,4,2,2,50
"3246",16141,"CH",30,5,180,3,4,3,6,6,8,6,6,8,8,3,2,24
"3247",16148,"CH",15,5,720,2,3,3,2,4,3,1,2,1,8,6,2,37
"3248",16150,"CH",60,5,60,2,4,3,9,9,9,8,8,9,9,4,1,59
"3249",16152,"CH",120,5,180,3,2,4,6,5,0,2,3,7,8,3,1,59
"3250",16156,"CH",90,5,90,2,3,2,1,2,2,2,1,0,9,4,1,70
"3251",16191,"CH",60,5,60,2,2,4,6,5,6,4,2,0,7,4,1,70
"3252",16198,"CH",60,5,180,2,3,3,8,4,7,5,5,8,7,77,1,79
"3253",16232,"CH",60,5,120,2,3,3,7,6,8,6,6,6,7,4,2,52
"3254",16255,"CH",20,5,420,2,4,4,8,9,9,7,7,9,9,5,2,28
"3255",16267,"CH",10,5,30,3,2,1,4,4,8,3,5,6,7,2,2,75
"3256",16280,"CH",90,5,60,4,3,2,7,7,5,3,4,5,9,0,2,59
"3257",16283,"CH",30,5,30,3,3,2,1,4,5,0,0,3,6,4,1,61
"3258",16284,"CH",30,4,120,1,3,3,3,3,2,3,2,7,9,4,2,75
"3259",16290,"CH",60,4,15,2,4,4,7,8,8,7,6,6,8,1,2,68
"3260",16305,"CH",120,4,30,2,3,2,6,6,8,6,5,8,8,6,1,57
"3261",16321,"CH",30,5,120,3,3,3,7,7,8,8,5,7,7,2,1,76
"3262",16331,"CH",60,5,150,3,3,2,6,88,7,88,88,8,7,3,2,18
"3263",16333,"CH",20,5,720,3,4,4,6,8,8,6,5,3,9,3,1,56
"3264",16337,"CH",45,5,120,2,4,2,7,8,9,7,6,7,8,2,1,54
"3265",16346,"CH",10,5,300,2,1,5,3,7,7,0,0,4,7,5,2,59
"3266",16359,"CH",60,4,150,3,4,3,7,7,7,6,6,5,6,2,1,36
"3267",16388,"CH",60,5,420,2,3,4,7,9,9,7,7,9,8,2,1,41
"3268",16391,"CH",60,1,6666,2,8,2,5,5,5,4,5,7,10,3,2,74
"3269",16402,"CH",120,4,5,3,2,2,6,6,6,7,0,8,8,0,1,82
"3270",16414,"CH",45,5,240,1,5,4,9,8,8,8,7,9,8,4,1,21
"3271",16418,"CH",120,5,5,2,2,3,6,5,8,7,7,10,9,6,2,58
"3272",16424,"CH",180,5,60,1,4,3,8,8,9,7,7,7,8,5,1,82
"3273",16466,"CH",60,5,480,3,3,2,88,6,8,7,5,9,9,4,1,35
"3274",16470,"CH",180,1,6666,2,4,3,7,8,8,6,6,8,8,4,2,70
"3275",16477,"CH",30,5,60,3,3,3,5,5,6,5,77,88,7,2,2,56
"3276",16488,"CH",5,5,540,2,4,4,7,8,8,6,6,6,7,1,2,24
"3277",16513,"CH",90,5,390,2,5,4,9,9,8,5,4,8,9,4,1,62
"3278",16535,"CH",60,5,8888,4,1,8,88,10,10,88,88,8,10,2,1,60
"3279",16560,"CH",0,5,240,2,2,3,2,8,8,1,1,4,8,5,1,21
"3280",16584,"CH",30,5,120,2,4,4,10,10,10,7,7,7,10,5,2,29
"3281",16595,"CH",75,5,150,1,4,3,8,9,6,6,6,5,9,3,2,56
"3282",16601,"CH",50,5,300,1,4,4,8,7,6,7,7,10,10,2,1,33
"3283",16623,"CH",120,2,6666,1,4,3,6,5,7,6,9,9,8,4,2,60
"3284",16650,"CH",60,5,90,2,4,3,7,8,8,6,7,9,7,4,2,67
"3285",16663,"CH",30,2,6666,3,2,2,5,6,10,4,4,6,8,4,2,61
"3286",16665,"CH",60,4,90,1,5,5,9,9,10,8,8,7,10,2,1,80
"3287",16686,"CH",30,5,360,4,3,1,6,6,7,4,4,2,8,6,2,53
"3288",16687,"CH",90,4,60,2,2,4,88,10,10,8,5,8,9,4,1,77
"3289",16689,"CH",30,5,180,1,2,5,3,7,7,3,4,7,9,4,1,41
"3290",16691,"CH",30,5,270,2,3,2,4,7,8,5,5,5,7,6,2,28
"3291",16703,"CH",60,1,6666,1,4,3,8,7,8,7,8,9,7,4,2,76
"3292",16720,"CH",30,5,600,3,4,3,5,7,8,4,5,9,9,4,1,44
"3293",16747,"CH",30,5,420,3,2,1,5,5,5,5,5,5,10,2,2,18
"3294",16750,"CH",60,5,120,1,4,4,9,8,8,6,88,9,8,4,1,71
"3295",16762,"CH",30,5,60,2,3,2,10,7,7,6,4,7,9,1,1,66
"3296",16766,"CH",60,5,30,2,3,2,9,9,8,8,8,8,10,2,2,69
"3297",16776,"CH",30,3,6666,3,4,2,8,9,8,6,6,6,8,2,1,59
"3298",16780,"CH",90,5,270,1,5,4,8,8,8,6,4,8,8,3,2,57
"3299",16806,"CH",120,5,300,2,4,3,7,8,9,5,7,7,7,5,1,31
"3300",16830,"CH",120,5,60,2,2,3,5,5,7,6,5,4,5,3,2,74
"3301",16838,"CH",60,5,60,2,2,4,7,9,8,6,5,8,8,4,1,37
"3302",16839,"CH",15,5,180,4,2,1,88,88,8,88,88,88,10,2,2,16
"3303",16847,"CH",60,5,300,2,3,3,7,8,8,7,6,8,9,5,1,28
"3304",16866,"CH",8888,5,240,2,4,4,7,8,8,6,7,7,9,4,2,53
"3305",16875,"CH",30,5,60,2,2,2,7,8,9,5,5,8,9,2,1,48
"3306",16897,"CH",60,5,180,3,3,2,6,7,6,6,2,6,8,1,1,22
"3307",16907,"CH",50,5,600,3,4,3,5,6,6,4,5,6,7,3,2,25
"3308",16940,"CH",150,1,6666,4,2,1,3,4,2,1,2,4,10,4,1,81
"3309",16948,"CH",30,5,180,3,2,4,3,6,7,3,4,5,6,6,2,29
"3310",16950,"CH",60,5,120,3,4,2,6,8,9,6,88,6,9,4,2,50
